Category,Subcategory,Supplier,Brand,Region,Year,Month,Units Month, Values Month 
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,South,2018,11,11963," $62,342 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,South,2018,12,10815," $54,593 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,South,2019,1,12467," $63,826 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,South,2019,2,10381," $55,237 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,South,2019,3,11333," $61,684 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,South,2019,4,11305," $61,894 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,South,2019,5,11669," $63,609 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,South,2019,6,10969," $59,367 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,South,2019,7,10654," $56,378 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,South,2019,8,8561," $46,809 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,South,2019,9,9233," $48,993 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,South,2019,10,9296," $50,855 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,South,2019,11,10157," $56,140 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,South,2019,12,9618," $51,737 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,South,2020,1,10416," $54,894 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,South,2020,2,8778," $46,172 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,South,2020,3,9800," $50,225 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,South,2020,4,8582," $45,864 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,South,2020,5,6566," $35,833 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,South,2020,6,7840," $40,866 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,South,2020,7,9576," $50,043 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,South,2020,8,5656," $29,827 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,South,2020,9,8456," $44,023 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,South,2020,10,9464," $49,805 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,South,2020,11,7336," $38,297 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,South,2020,12,8407," $43,358 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,South,2021,1,7336," $38,780 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,South,2021,2,6888," $36,190 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,South,2021,3,7392," $40,474 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,South,2021,4,6972," $38,024 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,South,2021,5,7308," $39,298 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,South,2021,6,7329," $39,179 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,South,2021,7,7168," $38,206 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,South,2021,8,6391," $34,328 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,South,2021,9,7252," $40,243 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,South,2021,10,6909," $37,982 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,South,2021,11,5880," $31,430 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,South,2021,12,6811," $38,031 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,South,2022,1,6860," $39,718 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,South,2022,2,6538," $37,310 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,South,2022,3,24843," $145,824 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,South,2022,4,6300," $36,365 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,South,2022,5,6979," $40,278 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,South,2022,6,16030," $92,127 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,South,2022,7,7175," $41,944 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,South,2022,8,4963," $28,959 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,South,2022,9,7021," $41,062 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,South,2022,10,18102," $108,514 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,South,2022,11,6741," $40,201 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,South,2022,12,7658," $45,311 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,South,2023,1,7833," $47,628 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,South,2023,2,7749," $47,033 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,South,2023,3,7721," $46,515 "
Shampoo,Moisturizing,Glitterati,Nourish,Center,2018,1,15106," $101,220 "
Shampoo,Moisturizing,Glitterati,Nourish,Center,2018,2,11550," $77,427 "
Shampoo,Moisturizing,Glitterati,Nourish,Center,2018,3,15785," $105,770 "
Shampoo,Moisturizing,Glitterati,Nourish,Center,2018,4,12096," $81,046 "
Shampoo,Moisturizing,Glitterati,Nourish,Center,2018,5,14546," $97,433 "
Shampoo,Moisturizing,Glitterati,Nourish,Center,2018,6,13664," $91,574 "
Shampoo,Moisturizing,Glitterati,Nourish,Center,2018,7,13048," $87,430 "
Shampoo,Moisturizing,Glitterati,Nourish,Center,2018,8,13517," $90,545 "
Shampoo,Moisturizing,Glitterati,Nourish,Center,2018,9,13174," $88,277 "
Shampoo,Moisturizing,Glitterati,Nourish,Center,2018,10,15078," $101,038 "
Shampoo,Moisturizing,Glitterati,Nourish,Center,2018,11,10423," $69,853 "
Shampoo,Moisturizing,Glitterati,Nourish,Center,2018,12,13251," $88,767 "
Shampoo,Moisturizing,Glitterati,Nourish,Center,2019,1,12691," $85,057 "
Shampoo,Moisturizing,Glitterati,Nourish,Center,2019,2,11823," $79,247 "
Shampoo,Moisturizing,Glitterati,Nourish,Center,2019,3,14147," $94,738 "
Shampoo,Moisturizing,Glitterati,Nourish,Center,2019,4,12271," $82,243 "
Shampoo,Moisturizing,Glitterati,Nourish,Center,2019,5,12257," $82,110 "
Shampoo,Moisturizing,Glitterati,Nourish,Center,2019,6,11179," $74,907 "
Shampoo,Moisturizing,Glitterati,Nourish,Center,2019,7,11830," $79,219 "
Shampoo,Moisturizing,Glitterati,Nourish,Center,2019,8,9457," $63,378 "
Shampoo,Moisturizing,Glitterati,Nourish,Center,2019,9,10031," $67,186 "
Shampoo,Moisturizing,Glitterati,Nourish,Center,2019,10,10682," $71,610 "
Shampoo,Moisturizing,Glitterati,Nourish,Center,2019,11,9779," $65,548 "
Shampoo,Moisturizing,Glitterati,Nourish,Center,2019,12,10444," $69,979 "
Shampoo,Moisturizing,Glitterati,Nourish,Center,2020,1,9653," $64,652 "
Shampoo,Moisturizing,Glitterati,Nourish,Center,2020,2,8372," $56,056 "
Shampoo,Moisturizing,Glitterati,Nourish,Center,2020,3,12901," $86,422 "
Shampoo,Moisturizing,Glitterati,Nourish,Center,2020,4,10703," $71,680 "
Shampoo,Moisturizing,Glitterati,Nourish,Center,2020,5,8582," $57,505 "
Shampoo,Moisturizing,Glitterati,Nourish,Center,2020,6,10416," $69,769 "
Shampoo,Moisturizing,Glitterati,Nourish,Center,2020,7,9415," $63,035 "
Shampoo,Moisturizing,Glitterati,Nourish,Center,2020,8,8813," $59,017 "
Shampoo,Moisturizing,Glitterati,Nourish,Center,2020,9,8281," $55,489 "
Shampoo,Moisturizing,Glitterati,Nourish,Center,2020,10,9765," $65,387 "
Shampoo,Moisturizing,Glitterati,Nourish,Center,2020,11,7609," $50,960 "
Shampoo,Moisturizing,Glitterati,Nourish,Center,2020,12,9030," $60,522 "
Shampoo,Moisturizing,Glitterati,Nourish,Center,2021,1,9065," $60,760 "
Shampoo,Moisturizing,Glitterati,Nourish,Center,2021,2,7595," $50,869 "
Shampoo,Moisturizing,Glitterati,Nourish,Center,2021,3,8092," $54,173 "
Shampoo,Moisturizing,Glitterati,Nourish,Center,2021,4,8512," $57,057 "
Shampoo,Moisturizing,Glitterati,Nourish,Center,2021,5,8652," $57,946 "
Shampoo,Moisturizing,Glitterati,Nourish,Center,2021,6,9009," $60,361 "
Shampoo,Moisturizing,Glitterati,Nourish,Center,2021,7,10612," $71,134 "
Shampoo,Moisturizing,Glitterati,Nourish,Center,2021,8,7490," $50,225 "
Shampoo,Moisturizing,Glitterati,Nourish,Center,2021,9,8512," $57,050 "
Shampoo,Moisturizing,Glitterati,Nourish,Center,2021,10,8715," $58,387 "
Shampoo,Moisturizing,Glitterati,Nourish,Center,2021,11,7182," $48,069 "
Shampoo,Moisturizing,Glitterati,Nourish,Center,2021,12,8624," $57,764 "
Shampoo,Moisturizing,Glitterati,Nourish,Center,2022,1,8323," $55,769 "
Shampoo,Moisturizing,Glitterati,Nourish,Center,2022,2,7035," $47,110 "
Shampoo,Moisturizing,Glitterati,Nourish,Center,2022,3,7637," $51,149 "
Shampoo,Moisturizing,Glitterati,Nourish,Center,2022,4,7315," $48,986 "
Shampoo,Moisturizing,Glitterati,Nourish,Center,2022,5,7616," $51,065 "
Shampoo,Moisturizing,Glitterati,Nourish,Center,2022,6,7994," $53,578 "
Shampoo,Moisturizing,Glitterati,Nourish,Center,2022,7,7672," $51,401 "
Shampoo,Moisturizing,Glitterati,Nourish,Center,2022,8,7084," $47,432 "
Shampoo,Moisturizing,Glitterati,Nourish,Center,2022,9,7448," $49,910 "
Shampoo,Moisturizing,Glitterati,Nourish,Center,2022,10,6993," $46,921 "
Shampoo,Moisturizing,Glitterati,Nourish,Center,2022,11,7154," $47,957 "
Shampoo,Moisturizing,Glitterati,Nourish,Center,2022,12,6860," $45,941 "
Shampoo,Moisturizing,Glitterati,Nourish,Center,2023,1,6538," $43,771 "
Shampoo,Moisturizing,Glitterati,Nourish,Center,2023,2,5831," $39,074 "
Shampoo,Moisturizing,Glitterati,Nourish,Center,2023,3,6587," $44,142 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2018,1,12782," $85,652 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2018,2,10682," $71,561 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2018,3,10661," $71,400 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2018,4,9709," $65,065 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2018,5,11697," $78,386 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2018,6,11179," $74,893 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2018,7,10500," $70,336 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2018,8,9940," $66,598 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2018,9,9366," $62,734 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2018,10,12222," $81,914 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2018,11,11438," $76,594 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2018,12,10087," $67,557 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2019,1,10591," $70,917 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2019,2,9912," $66,360 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2019,3,9646," $64,680 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2019,4,10542," $70,616 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2019,5,11571," $77,497 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2019,6,10941," $73,304 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2019,7,9646," $64,666 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2019,8,9940," $66,626 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2019,9,9800," $65,618 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2019,10,9247," $61,929 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2019,11,9667," $64,757 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2019,12,9772," $65,527 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2020,1,9128," $61,187 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2020,2,8701," $58,331 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2020,3,11977," $80,220 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2020,4,8246," $55,216 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2020,5,8456," $56,651 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2020,6,9667," $64,743 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2020,7,9646," $64,652 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2020,8,8323," $55,769 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2020,9,9345," $62,622 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2020,10,9177," $61,432 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2020,11,8148," $54,572 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2020,12,8939," $59,871 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2021,1,7917," $53,046 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2021,2,8421," $56,434 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2021,3,8785," $58,779 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2021,4,8939," $59,878 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2021,5,7700," $51,604 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2021,6,9793," $65,632 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2021,7,8967," $60,102 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2021,8,8092," $54,264 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2021,9,7952," $53,291 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2021,10,8638," $57,883 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2021,11,7609," $50,974 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2021,12,8596," $57,652 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2022,1,7784," $52,192 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2022,2,7406," $49,637 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2022,3,8239," $55,258 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2022,4,6958," $46,683 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2022,5,7980," $53,452 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2022,6,7602," $50,960 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2022,7,8120," $54,439 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2022,8,7217," $48,328 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2022,9,8162," $54,684 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2022,10,6776," $45,409 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2022,11,7616," $50,988 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2022,12,6538," $43,778 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2023,1,6538," $43,792 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2023,2,5152," $34,573 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2023,3,5278," $35,350 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2018,1,7308," $48,923 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2018,2,7322," $49,049 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2018,3,6531," $43,799 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2018,4,5705," $38,192 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2018,5,6104," $40,922 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2018,6,7084," $47,411 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2018,7,5082," $34,097 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2018,8,4711," $31,528 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2018,9,5796," $38,836 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2018,10,6328," $42,406 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2018,11,6265," $41,979 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2018,12,6216," $41,678 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2019,1,5670," $37,982 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2019,2,5355," $35,861 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2019,3,5264," $35,287 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2019,4,4522," $30,317 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2019,5,5334," $35,763 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2019,6,5061," $33,929 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2019,7,3962," $26,523 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2019,8,3745," $25,046 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2019,9,4347," $29,148 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2019,10,3983," $26,719 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2019,11,3766," $25,263 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2019,12,4165," $27,937 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2020,1,4060," $27,202 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2020,2,3780," $25,312 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2020,3,4704," $31,521 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2020,4,3857," $25,858 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2020,5,2884," $19,334 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2020,6,5579," $37,380 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2020,7,3703," $24,829 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2020,8,2730," $18,235 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2020,9,3591," $24,017 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2020,10,3542," $23,772 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2020,11,3066," $20,552 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2020,12,3101," $20,748 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2021,1,4039," $27,055 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2021,2,2996," $20,104 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2021,3,3213," $21,476 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2021,4,3507," $23,562 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2021,5,3640," $24,374 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2021,6,3360," $22,463 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2021,7,3003," $20,146 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2021,8,2807," $18,802 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2021,9,3521," $23,604 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2021,10,3794," $25,375 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2021,11,2961," $19,824 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2021,12,3353," $22,491 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2022,1,3073," $20,615 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2022,2,3325," $22,330 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2022,3,3528," $23,688 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2022,4,2989," $20,048 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2022,5,3080," $20,699 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2022,6,3703," $24,808 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2022,7,2968," $19,880 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2022,8,2723," $18,256 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2022,9,3353," $22,407 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2022,10,3360," $22,456 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2022,11,3122," $20,902 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2022,12,2996," $20,020 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2023,1,2457," $16,436 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2023,2,2436," $16,310 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2023,3,2422," $16,198 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2018,1,42881,
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2018,2,11537,
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2018,3,41272,
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2018,4,14635," $91,415 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2018,5,44879," $316,422 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2018,6,46712," $329,954 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2018,7,64120,
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2018,8,16495,
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2018,9,41758,
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2018,10,51912,
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2018,11,66683," $364,546 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2018,12,18776," $115,761 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2019,1,74728," $411,933 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2019,2,47057," $336,029 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2019,3,70985," $392,249 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2019,4,51670," $321,155 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2019,5,59212," $363,112 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2019,6,77887," $431,021 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2019,7,19494," $122,928 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2019,8,50224," $307,142 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2019,9,53591," $325,001 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2019,10,77189," $425,801 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2019,11,19126," $119,748 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2019,12,56582," $343,758 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2020,1,25074,
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2020,2,61482,
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2020,3,25420," $167,689 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2020,4,62445,
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2020,5,59182,
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2020,6,22473," $145,072 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2020,7,60655,
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2020,8,51836," $317,535 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2020,9,72201," $400,704 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2020,10,23541," $148,368 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2020,11,54185,
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2020,12,62748," $344,301 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2021,1,54862," $392,174 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2021,2,65275,
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2021,3,60176,
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2021,4,77519,
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2021,5,25390," $161,625 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2021,6,62838,
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2021,7,66332," $427,419 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2021,8,73534,
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2021,9,26107,
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2021,10,65633,
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2021,11,62403,
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2021,12,75620,
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2022,1,63528," $368,576 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2022,2,24462," $162,037 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2022,3,71855," $528,686 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2022,4,26318," $173,962 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2022,5,72745," $425,463 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2022,6,77177," $561,317 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2022,7,74896," $437,969 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2022,8,27082," $179,093 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2022,9,70411," $417,717 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2022,10,74319," $469,524 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2022,11,82605," $595,170 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2022,12,30273," $202,958 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2023,1,92284," $700,750 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2023,2,69022," $442,356 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2023,3,95746," $722,430 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,North,2018,1,3869,
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,North,2018,2,10158," $54,232 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,North,2018,3,4670,
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,North,2018,4,9188," $49,242 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,North,2018,5,757," $4,547 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,North,2018,6,5167,
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,North,2018,7,5020," $34,850 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,North,2018,8,9460," $50,790 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,North,2018,9,1245,
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,North,2018,10,6061," $42,317 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,North,2018,11,5710,
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,North,2018,12,11604," $62,160 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,North,2019,1,6821," $47,556 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,North,2019,2,1114," $6,721 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,North,2019,3,6850," $47,600 "
